Jukes/Cantor and Kimura subsitution levels adjusted for CpG sites
=================================================================
File: meloidogyne_javanica.PRJEB8714.WBPS16.genomic.fa.align
Weighted average Kimura divergence for each repeat family
Class	Repeat	absLen	wellCharLen	Kimura%
24 440 1119 4035 1334 550 146818 2281 118 1275 12617 2643 6911 1766 13782 33189 6691 26533 1245 313 1095 11080 724 11634 746 1772 0 3332 3465 45601 45525 8151 4470 11119 0 941804 450 503 0 
25 373 539 1585 1173 558 99019 1799 0 989 7841 2384 6218 2160 11666 30738 5090 22811 1681 433 0 10017 395 9357 518 1044 473 2807 0 39839 28192 7305 1481 8163 0 833253 410 168 0 
26 0 360 1437 1189 995 95616 2258 0 189 6633 1373 5793 1221 10549 29368 3843 21479 1458 50 310 9688 658 7344 247 3940 0 1671 17 47020 39495 8470 2689 7791 0 736298 147 1056 102 
27 175 54 1009 287 469 80752 1816 122 592 7874 1861 4976 1518 8575 23192 3288 14903 1378 218 0 6112 258 11437 0 1545 217 1458 246 63161 39895 5590 3921 5067 0 629374 155 597 1128 
28 76 10 1053 1065 903 70159 725 246 113 3898 1224 3532 1508 10740 22797 1032 12475 1377 76 812 4429 152 6063 576 834 145 1421 161 65094 43423 6781 2101 4214 0 558462 419 159 0 
29 0 209 610 141 1035 82197 510 343 0 6150 1597 1315 1840 8381 20982 3127 9204 1882 174 237 3474 487 6529 0 2553 0 1230 158 82836 45753 3639 1346 2031 0 441171 63 294 0 
30 0 0 8 488 483 97142 305 0 0 2257 400 1589 1081 7268 13613 1949 4671 1801 246 0 2716 61 8117 209 3583 0 2457 2009 67528 38110 2374 6271 1946 0 374458 524 493 0 
31 311 0 0 92 551 93454 433 0 0 1039 96 1784 862 6071 13766 1421 6976 1459 87 0 977 0 10185 476 396 0 1792 0 49674 32253 1432 14585 908 0 313135 118 310 0 
32 0 0 0 1001 116 88252 519 0 0 0 189 787 129 5954 12096 338 3866 1338 0 263 1304 0 11563 234 2730 0 1995 175 38996 38541 1523 23713 521 0 243747 132 105 335 
33 0 0 0 1257 422 76605 555 193 0 311 377 26 291 1271 10885 266 3514 1245 89 84 359 0 9832 0 888 0 3400 163 64337 41470 1031 3013 75 0 196909 0 0 0 
34 0 0 0 911 456 65775 460 0 0 744 374 550 486 3369 8307 202 5703 474 0 0 603 0 16443 0 835 0 3998 0 43558 35858 2285 6652 402 0 165487 37 0 0 
35 0 0 0 1445 359 36540 0 0 0 291 174 340 290 855 6270 272 1482 1997 79 0 699 0 11482 0 233 0 11571 0 39240 37119 545 1064 12 0 123947 0 0 0 
36 0 0 0 378 0 15529 681 0 0 0 0 144 226 751 4725 568 1162 252 0 0 827 0 15720 0 1678 0 902 109 38433 51661 977 1369 149 0 88852 0 0 142 
37 332 0 0 1876 0 14644 0 0 0 0 101 502 395 827 4357 0 909 25 0 0 1964 0 14357 0 4808 0 1610 0 33073 69963 176 919 70 0 65237 13 0 140 
38 209 0 0 381 0 9034 0 0 0 0 0 0 361 403 3600 94 20 284 0 0 1795 0 12511 0 6484 0 1285 716 36435 56314 1463 85 0 0 51393 0 0 0 
39 0 0 0 561 0 7639 0 0 0 0 0 0 0 0 2812 95 409 187 0 0 1790 0 9934 0 5183 0 0 524 38351 43352 0 0 93 0 34695 0 0 184 
40 0 0 0 361 0 4733 0 0 0 0 0 438 8 0 1601 0 0 0 0 0 144 0 7598 0 3580 0 212 1131 32198 69583 1456 820 0 0 24582 0 0 0 
41 510 0 0 642 0 3570 0 0 0 0 0 145 0 0 1322 188 117 0 0 0 635 0 4904 0 1695 0 0 0 20291 49837 525 255 0 0 21341 0 0 0 
42 0 0 0 0 0 3306 0 0 0 0 0 0 0 0 987 0 0 0 0 0 1249 0 4873 0 814 0 0 0 9608 32516 145 1481 0 0 12857 0 0 0 
43 0 0 0 0 0 833 0 0 0 0 0 0 0 190 1088 0 0 0 0 0 0 0 5171 0 0 0 49 0 6726 31927 0 0 0 0 4596 0 0 37 
44 0 0 0 0 0 206 0 0 0 0 0 0 73 0 818 0 357 0 0 0 0 0 642 0 0 0 0 0 7865 24044 0 3757 0 0 2758 0 0 0 
45 0 0 0 0 0 206 0 0 0 0 0 0 0 0 855 0 0 292 0 0 0 0 0 0 0 0 0 0 2409 14388 531 873 0 0 1911 0 0 0 
46 0 0 0 0 0 257 0 0 0 0 0 158 0 0 298 0 0 0 0 0 0 0 0 0 0 0 0 0 2879 8659 0 212 0 0 5253 0 0 0 
47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 74 0 0 0 0 0 0 0 0 0 0 0 0 0 770 8653 0 0 0 0 1563 0 0 0 
48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 156 0 0 0 0 0 0 0 0 0 0 0 0 0 281 2700 0 0 0 0 1535 0 0 0 
49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 165 3833 0 0 0 0 0 0 0 0 
50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 477 2383 0 0 0 0 182 0 0 0 
51 0 0 0 0 0 0 0 0 0 0 0 138 0 0 89 0 0 0 0 0 0 0 47 0 0 0 0 0 0 174 0 0 0 0 0 0 0 0 
52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 653 0 0 0 0 0 0 0 0 
53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 225 0 0 0 0 0 0 0 0 
54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106 0 0 0 0 0 0 0 0 
55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
